Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
3400,-0.29,9.59,-1.53,0.01,-0.02,-0.03,-0.37
3420,-0.28,9.6,-1.46,0.01,-0.02,-0.03,-0.37
3440,-0.34,9.58,-1.52,0.01,-0.02,-0.04,-0.37
3460,-0.26,9.62,-1.55,0.01,-0.02,-0.04,-0.21
3480,-0.36,9.56,-1.53,0.01,-0.02,-0.04,-0.21
3500,-0.3,9.61,-1.36,0.01,-0.02,-0.04,-0.21
3520,-0.4,9.59,-1.53,0.01,-0.01,-0.04,-0.14
3540,-0.39,9.57,-1.52,0.01,-0.01,-0.04,-0.14
3560,-0.4,9.58,-1.45,0.01,-0.02,-0.03,-0.27
3580,-0.4,9.66,-1.61,0.01,-0.01,-0.03,-0.27
3600,-0.35,9.59,-1.45,0.01,-0.02,-0.02,-0.27
3620,-0.45,9.61,-1.45,0.01,-0.02,-0.02,-0.27
3640,-0.36,9.62,-1.39,0.01,-0.02,-0.02,-0.27
3660,-0.26,9.58,-1.5,0.01,-0.01,-0.02,-0.35
3680,-0.33,9.51,-1.44,0.01,-0.02,-0.02,-0.35
3700,-0.32,9.61,-1.52,0.01,-0.03,-0.02,-0.35
3720,-0.34,9.6,-1.54,0.01,-0.03,-0.02,-0.22
3740,-0.31,9.57,-1.58,0.01,-0.02,-0.02,-0.22
3760,-0.3,9.61,-1.39,0.01,-0.02,-0.02,-0.16
3780,-0.29,9.61,-1.48,0.01,-0.01,-0.02,-0.16
3800,-0.31,9.57,-1.57,0.01,-0.02,-0.03,-0.16
3820,-0.28,9.62,-1.51,0.02,-0.01,-0.02,-0.16
3840,-0.37,9.53,-1.61,0.01,-0.01,-0.03,-0.16
3860,-0.4,9.64,-1.5,0.01,-0.02,-0.02,-0.25
3880,-0.4,9.62,-1.47,0.01,-0.02,-0.02,-0.25
3900,-0.39,9.6,-1.56,0.01,-0.02,-0.02,-0.25
3920,-0.38,9.68,-1.45,0.0,-0.02,-0.01,-0.01
3940,-0.33,9.59,-1.47,0.01,-0.01,-0.02,-0.01
3960,-0.33,9.65,-1.49,0.01,-0.0,-0.02,-0.28
3980,-0.28,9.59,-1.59,0.01,-0.01,-0.02,-0.28
4000,-0.31,9.61,-1.61,0.01,-0.01,-0.01,-0.28
4020,-0.33,9.59,-1.55,0.01,-0.0,-0.02,-0.28
4040,-0.34,9.65,-1.43,0.01,-0.0,-0.02,-0.28
4060,-0.3,9.62,-1.46,0.01,-0.01,-0.02,-0.22
4080,-0.41,9.69,-1.47,0.0,-0.01,-0.01,-0.22
4100,-0.29,9.59,-1.48,0.0,-0.02,-0.01,-0.22
4120,-0.29,9.63,-1.52,0.0,-0.0,-0.01,-0.28
