Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
4140,2.45,14.27,-0.86,-0.38,-0.33,-3.27,-0.96
4160,4.05,15.31,-0.72,-0.42,-0.69,-3.73,-0.96
4180,6.28,17.17,-1.39,-0.27,-1.43,-4.13,-0.92
4200,6.87,19.61,-4.86,-0.26,-2.24,-4.05,-0.92
4220,10.5,19.61,-1.61,-0.23,-3.78,-3.3,-0.92
4240,5.45,11.42,-2.38,-0.19,-3.86,-3.73,-0.92
4260,-2.09,7.49,-15.72,0.55,-0.08,-4.37,-0.92
4280,-6.99,15.1,-10.56,0.25,3.65,-4.11,-1.15
4300,-2.53,7.43,-6.65,0.05,3.66,-1.33,-1.15
4320,-1.79,2.43,-2.66,-0.62,2.06,1.07,-1.15
4340,-3.7,0.47,0.2,-0.98,1.14,2.63,-1.69
4360,-4.42,0.44,0.67,-0.82,0.53,3.85,-1.69
4380,-2.51,2.1,0.45,-0.9,0.16,4.37,-1.31
4400,0.24,1.96,0.6,-0.62,0.42,4.37,-1.31
4420,0.74,2.72,-0.34,-0.42,1.44,4.37,-1.31
4440,-2.35,8.18,-2.12,-0.13,1.62,4.37,-1.13
4460,-5.27,11.77,-3.7,-0.14,1.56,4.37,-1.13
4480,-8.72,15.77,-3.42,0.1,1.44,4.37,-1.13
4500,-9.69,16.32,-4.22,0.05,1.41,4.37,-1.13
4520,-8.16,19.61,-4.7,-0.14,0.76,4.37,-1.13
4540,-10.27,13.49,-7.43,-0.2,1.21,4.09,-1.22
4560,-12.85,4.34,-4.55,0.49,1.87,1.6,-1.22
4580,-13.38,6.58,-5.64,1.23,2.25,-1.22,-0.98
4600,-14.7,10.58,-5.09,0.92,2.13,-2.91,-0.98
4620,-4.96,19.56,-7.75,-0.03,1.71,-3.21,-0.98
4640,6.86,19.54,12.8,0.12,-1.34,0.54,-0.76
4660,-0.16,14.12,-8.5,1.06,-1.53,-4.37,-0.76
4680,-3.28,7.03,4.23,1.36,-0.02,-4.11,-0.76
4700,-3.12,5.31,-8.4,1.09,2.6,-2.56,-0.76
4720,-3.98,8.4,-5.65,0.54,1.48,-1.95,-0.76
4740,-8.6,12.98,-7.13,0.43,0.29,-1.69,-0.94
4760,-6.23,9.48,-5.57,0.14,-1.91,-0.77,-0.94
4780,-2.52,10.19,-4.09,0.02,-2.57,-0.11,-1.06
4800,1.25,10.57,-2.29,-0.1,-2.22,-0.17,-1.06
4820,4.34,9.46,-4.24,-0.06,-1.36,-0.46,-1.06
4840,2.28,9.04,-4.35,0.12,-0.48,-0.69,-0.9
4860,0.41,9.17,-4.09,0.06,-0.21,-0.75,-0.9
4880,-0.09,9.45,-4.23,0.08,-0.6,-0.99,-0.9
4900,-0.41,8.02,-4.36,0.14,-1.29,-0.92,-0.9
4920,-0.29,9.14,-3.67,0.12,-1.92,-0.95,-0.9
4940,0.95,11.76,-2.88,-0.0,-1.89,-1.1,-1.0
4960,2.54,10.91,-1.89,-0.09,-1.59,-1.49,-1.0
4980,2.87,11.85,-1.93,-0.14,-0.96,-2.13,-1.22
5000,2.03,13.75,-1.5,-0.32,-0.36,-2.54,-1.22
5020,2.63,14.03,-0.32,-0.4,-0.55,-2.88,-1.22
5040,4.83,14.01,-1.01,-0.39,-0.95,-3.41,-1.24
5060,7.64,15.6,-1.85,-0.32,-1.23,-3.94,-1.24
5080,9.57,19.61,-4.76,-0.3,-1.55,-4.15,-1.24
5100,9.53,19.61,-5.06,-0.01,-2.38,-3.69,-1.24
5120,6.87,12.14,-3.32,0.39,-3.26,-3.81,-1.24
5140,-6.31,8.56,-13.49,1.11,-1.23,-4.37,-1.43
5160,-10.07,16.07,-12.93,0.48,1.71,-4.37,-1.43
5180,-3.72,10.32,-4.79,0.46,1.94,-1.36,-1.58
5200,-2.55,4.03,-0.74,0.0,0.18,0.66,-1.58
5220,-4.45,1.3,1.26,-0.44,-1.05,2.23,-1.58
5240,-4.63,-0.03,2.32,-0.51,-1.46,3.51,-1.41
5260,-1.55,-0.4,2.69,-0.42,-1.33,4.37,-1.41
5280,2.38,-0.49,2.27,0.06,-0.44,4.37,-1.41
5300,3.09,0.74,0.86,0.59,1.46,4.37,-1.41
5320,1.06,5.75,-1.61,0.64,3.07,4.37,-1.41
5340,-0.8,10.03,-2.44,0.57,3.28,4.37,-1.45
5360,-4.02,14.31,-3.1,0.43,3.18,4.37,-1.45
