Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
4680,-2.65,1.76,1.43,1.65,0.27,4.08,-0.85
4700,-2.57,2.64,1.65,1.88,-0.14,4.19,-0.85
4720,-4.04,3.79,1.65,2.09,-0.12,4.18,-0.85
4740,-4.22,4.88,2.51,2.25,0.14,4.12,-0.85
4760,-4.49,6.81,2.01,2.29,-0.03,4.04,-0.85
4780,-6.51,8.31,0.17,2.04,0.12,3.82,-0.68
4800,-5.62,10.12,0.88,1.64,0.66,3.43,-0.68
4820,-4.88,11.09,0.14,1.43,1.3,2.85,-0.63
4840,-4.49,12.27,-0.92,1.08,2.21,2.6,-0.63
4860,-3.74,11.54,-0.51,0.92,2.51,2.26,-0.63
4880,-5.1,11.66,-1.93,0.69,1.54,2.01,-0.44
4900,-4.79,11.52,-3.01,0.22,0.6,1.8,-0.44
4920,-1.39,9.42,-1.64,-0.07,0.09,1.39,-0.44
4940,-0.31,9.21,-1.92,-0.15,0.32,1.04,-0.44
4960,0.45,10.05,-2.56,-0.11,0.68,0.79,-0.44
4980,-0.54,10.09,-2.27,-0.13,0.82,0.5,-0.26
5000,-1.35,10.13,-2.19,-0.07,0.33,0.39,-0.26
5020,-1.06,8.86,-3.26,-0.01,-0.56,0.25,-0.42
5040,-0.75,8.44,-2.58,-0.14,-1.08,-0.28,-0.42
5060,-1.59,9.02,-1.93,-0.24,-0.88,-0.86,-0.42
5080,-1.14,8.84,-0.96,-0.51,-1.24,-0.77,-0.42
5100,-9.58,5.78,10.33,-0.47,-2.53,-1.27,-0.42
5120,-0.7,18.09,5.37,-0.36,-0.97,-2.74,-0.42
5140,4.2,16.18,-14.9,0.21,-1.64,-0.86,-0.42
5160,19.61,13.28,-12.27,0.07,-2.04,-1.71,-0.42
5180,-7.35,16.32,-1.83,0.0,1.08,-2.29,-0.45
5200,-11.14,2.7,3.65,-0.38,-0.73,-1.41,-0.45
5220,4.18,13.69,-10.79,0.52,-0.03,-0.91,-0.35
5240,13.72,19.61,16.87,-1.77,-3.35,-0.78,-0.35
5260,-4.67,-13.52,1.84,-0.13,3.58,-1.73,-0.35
5280,-19.61,18.68,-7.67,0.06,0.58,-1.21,-0.5
5300,-2.66,7.32,-1.7,-0.28,-0.3,0.13,-0.5
5320,-4.27,9.26,-3.41,-0.18,0.13,-0.15,-0.5
5340,-1.73,9.86,-2.47,-0.13,0.08,0.09,-0.5
5360,-4.21,8.75,-4.11,-0.11,0.63,0.05,-0.5
5380,-4.41,8.94,-3.6,-0.18,0.23,0.23,-0.07
5400,-2.11,9.09,-3.69,-0.24,0.06,0.33,-0.07
5420,-1.8,9.05,-2.87,-0.23,0.35,0.28,0.05
5440,-0.68,9.03,-2.68,-0.23,0.35,0.21,0.05
5460,-1.56,8.83,-3.02,-0.25,0.31,0.12,0.05
5480,-2.55,8.93,-2.44,-0.23,0.04,0.09,-0.08
5500,-0.05,8.65,-2.69,-0.21,-0.05,0.08,-0.08
5520,0.95,9.33,-3.1,-0.24,0.11,-0.18,-0.08
5540,0.79,8.76,-3.9,-0.31,0.2,-0.4,-0.08
5560,-2.24,8.98,-3.38,-0.4,0.2,-0.57,-0.08
5580,-1.28,9.28,-2.83,-0.45,-0.18,-0.64,-0.1
5600,3.23,8.08,-3.64,-0.41,-0.22,-0.84,-0.1
5620,-3.31,8.99,-3.38,-0.46,0.31,-1.13,-0.2
5640,-4.12,8.68,-2.32,-0.5,-0.02,-1.06,-0.2
5660,-1.28,9.36,-2.06,-0.58,-0.45,-1.17,-0.2
5680,0.37,8.54,-1.39,-0.57,-0.7,-1.39,-0.26
5700,-4.2,7.58,-2.72,-0.41,-0.16,-1.56,-0.26
5720,-4.05,9.56,-4.02,-0.51,-0.54,-1.55,-0.26
5740,-0.46,5.88,-0.85,-0.59,-1.0,-1.57,-0.26
5760,-5.19,9.49,0.06,-0.61,-0.55,-1.67,-0.26
5780,-2.11,7.87,0.69,-0.75,-0.93,-1.58,-0.15
5800,-8.46,8.19,-0.38,-0.65,-0.63,-1.69,-0.15
5820,-3.53,8.71,-0.21,-0.65,-1.54,-1.48,-0.47
5840,-6.77,6.83,-0.85,-0.56,-1.08,-1.64,-0.47
5860,-2.61,7.26,-1.79,-0.59,-1.2,-1.47,-0.47
5880,-8.42,7.29,-1.28,-0.63,-1.07,-1.69,-0.23
5900,-4.53,4.95,-0.01,-0.72,-1.4,-1.52,-0.23
5920,-7.57,6.97,0.24,-0.64,-0.91,-1.56,-0.23
5940,-7.32,8.76,-1.49,-0.8,-1.15,-1.51,-0.23
5960,-7.2,7.77,-1.62,-0.95,-0.88,-1.53,-0.23
5980,-9.32,9.44,-2.51,-1.1,-0.6,-1.56,-0.34
6000,-11.82,11.53,-1.49,-1.21,-0.77,-1.53,-0.34
6020,-9.07,17.22,-0.73,-1.5,-1.14,-1.61,-0.46
6040,-7.79,12.73,1.38,-1.65,-0.98,-1.72,-0.46
6060,-7.55,10.25,1.93,-1.65,-0.72,-1.61,-0.46
6080,-9.37,16.17,-1.82,-1.67,-0.34,-1.4,-0.24
6100,-9.45,12.76,-2.51,-1.72,0.05,-0.81,-0.24
6120,-6.95,5.86,0.0,-1.48,0.41,-0.48,-0.39
6140,-6.54,-1.01,1.58,-1.12,0.84,-0.57,-0.39
6160,-6.65,-4.08,0.9,-0.37,1.06,-0.32,-0.39
6180,-1.95,-2.15,2.18,-0.1,0.26,1.02,-0.39
6200,0.19,-2.49,-1.8,0.58,0.72,1.61,-0.39
6220,-0.84,1.31,-0.95,1.14,1.24,2.1,-0.57
6240,-1.87,0.84,0.11,1.45,1.13,2.47,-0.57
6260,-1.92,1.93,0.89,1.81,1.12,3.02,-0.57
6280,-3.35,2.58,-0.07,2.16,1.14,3.44,-0.6
6300,-3.48,4.71,0.66,2.31,0.53,3.77,-0.6
6320,-3.3,6.15,0.47,2.48,0.23,3.88,-0.06
6340,-3.43,6.66,0.96,2.66,0.13,3.96,-0.06
6360,-4.12,7.11,2.22,2.81,-0.26,4.09,-0.06
6380,-4.36,8.5,3.33,2.81,-0.62,4.08,-0.06
6400,-4.26,8.47,2.01,2.68,-0.21,3.83,-0.06
6420,-3.49,9.21,1.51,2.24,0.42,3.32,-0.11
6440,-5.43,11.68,1.26,2.08,1.08,2.86,-0.11
6460,-5.5,13.74,-1.98,1.68,2.22,2.59,-0.11
6480,-3.71,11.59,-0.96,1.12,2.27,2.3,-0.31
6500,-3.64,10.1,-0.4,0.77,1.21,1.53,-0.31
6520,-4.65,10.75,-1.74,0.28,0.38,1.2,-0.16
6540,-4.32,9.55,-0.77,0.09,0.02,1.16,-0.16
6560,-2.57,8.75,-1.01,0.03,-0.18,1.04,-0.16
6580,0.08,8.33,-1.78,-0.03,0.08,0.78,-0.16
6600,0.4,8.78,-1.6,-0.13,0.37,0.49,-0.16
6620,-1.45,9.39,-2.33,-0.24,0.45,0.33,-0.21
6640,-2.32,9.06,-2.76,-0.29,0.44,0.26,-0.21
6660,-2.39,7.81,-2.85,-0.24,0.05,0.19,-0.21
6680,-2.89,7.69,-2.08,-0.19,-0.88,0.01,-0.11
6700,-4.54,9.01,-2.27,-0.09,-2.08,0.01,-0.11
6720,-4.95,10.49,-2.42,-0.12,-3.2,0.0,-0.0
6740,1.9,3.35,-19.61,1.07,-0.94,-2.15,-0.0
6760,15.34,19.61,2.93,-0.08,-0.86,-1.63,-0.0
6780,6.7,12.39,-14.65,-0.36,0.18,-0.84,-0.0
6800,8.65,11.27,-7.21,0.59,-0.56,-1.87,-0.0
6820,-3.11,15.91,-4.22,-0.12,0.07,-1.55,0.01
6840,-9.76,8.06,3.51,-0.32,-0.14,-1.2,0.01
6860,10.6,19.61,-6.48,0.38,0.7,-1.09,0.01
6880,-0.65,0.63,-7.28,-0.33,0.86,-1.54,0.13
6900,-13.32,1.71,-1.63,-0.05,1.01,-1.25,0.13
6920,-6.43,14.35,-3.77,-0.14,-0.65,-0.38,0.04
6940,1.45,8.42,-3.67,-0.17,0.0,-0.35,0.04
6960,-4.45,9.06,-4.31,-0.21,0.62,-0.4,0.04
6980,-5.25,9.4,-4.15,-0.26,0.29,-0.17,0.04
7000,-1.36,8.85,-2.83,-0.27,0.08,-0.07,0.04
7020,-1.29,9.42,-2.76,-0.26,0.35,-0.14,-0.05
7040,-3.14,8.98,-3.15,-0.26,0.28,-0.08,-0.05
7060,-2.31,8.74,-2.92,-0.24,0.14,-0.03,-0.05
7080,-0.49,9.22,-3.0,-0.25,0.09,-0.06,0.39
7100,-0.82,9.13,-3.05,-0.28,0.2,-0.2,0.39
7120,-0.72,9.05,-3.3,-0.31,-0.01,-0.32,0.07
7140,1.05,8.62,-3.65,-0.36,0.03,-0.44,0.07
7160,-3.23,8.72,-3.1,-0.35,0.41,-0.59,0.07
7180,-3.17,9.51,-1.72,-0.39,0.02,-0.49,0.07
7200,1.14,8.94,-3.02,-0.4,-0.13,-0.62,0.07
7220,0.41,8.12,-3.18,-0.34,0.13,-0.84,-0.03
7240,-2.61,9.02,-2.08,-0.38,0.21,-0.96,-0.03
7260,-3.66,8.61,-1.56,-0.38,-0.12,-0.93,-0.03
7280,-4.19,8.98,-2.22,-0.38,-0.32,-0.88,0.38
7300,0.4,9.77,-4.49,-0.5,-0.48,-1.07,0.38
7320,-1.55,7.14,-1.63,-0.5,-0.43,-1.36,0.28
7340,-4.4,8.66,-2.21,-0.49,-0.15,-1.29,0.28
7360,-2.5,8.16,-1.97,-0.55,-0.4,-1.33,0.28
7380,-6.06,8.51,-0.09,-0.61,-0.7,-1.36,0.28
7400,-3.69,8.66,-1.52,-0.64,-1.09,-1.33,0.28
7420,-4.23,6.28,-2.37,-0.54,-0.41,-1.41,0.24
7440,-5.31,9.73,-2.22,-0.58,-0.64,-1.29,0.24
7460,-5.2,7.08,-1.6,-0.73,-0.71,-1.38,0.24
7480,-7.6,8.5,1.16,-0.88,-1.2,-1.37,0.03
7500,-5.41,7.2,0.32,-0.85,-1.4,-1.21,0.03
7520,-7.53,6.08,-1.36,-0.64,-0.99,-1.31,0.18
7540,-7.16,9.51,0.55,-0.76,-1.69,-1.14,0.18
7560,-2.43,5.71,0.29,-0.81,-1.56,-1.3,0.18
7580,-7.67,9.05,1.38,-0.8,-1.54,-1.34,0.18
7600,-7.38,8.02,-0.82,-0.76,-1.41,-1.24,0.18
7620,-7.49,7.19,0.42,-1.02,-1.11,-1.25,0.02
7640,-7.08,9.1,1.95,-1.22,-0.51,-1.07,0.02
7660,-8.57,16.56,0.76,-1.48,-0.24,-1.1,0.02
7680,-10.49,13.63,0.9,-1.5,-0.46,-1.21,0.17
7700,-9.28,11.45,0.79,-1.42,-0.72,-1.11,0.17
7720,-6.82,9.85,0.37,-1.39,-0.06,-0.85,0.15
7740,-6.46,8.59,-0.44,-1.11,0.23,-0.72,0.15
7760,-7.9,6.37,-1.19,-0.69,0.34,-0.48,0.15
7780,-8.71,4.86,-0.5,-0.24,0.18,-0.35,0.15
7800,-8.93,3.1,-0.92,0.22,0.2,-0.23,0.15
7820,-5.65,1.49,-1.07,0.79,0.3,0.09,0.09
