Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
3300,-2.36,9.13,-3.54,0.02,-0.89,-0.25,-0.65
3320,1.46,8.99,-2.78,0.06,-0.89,-0.19,-0.65
3340,0.55,9.52,-3.21,0.05,-0.4,-0.29,-0.88
3360,-0.38,8.96,-3.6,0.04,-0.39,-0.29,-0.88
3380,0.25,8.88,-4.29,0.02,-0.43,-0.27,-0.8
3400,-1.81,9.31,-3.61,-0.02,-0.39,-0.3,-0.8
3420,-1.33,9.05,-2.95,-0.03,-0.56,-0.19,-0.8
3440,1.09,9.36,-3.26,-0.02,-0.53,-0.21,-0.9
3460,0.22,9.62,-3.24,-0.02,-0.36,-0.32,-0.9
3480,-1.32,9.44,-3.28,-0.07,-0.44,-0.27,-0.84
3500,-0.42,8.86,-3.34,-0.09,-0.42,-0.3,-0.84
3520,0.16,9.18,-4.32,-0.09,-0.44,-0.38,-0.84
3540,-0.1,9.18,-3.93,-0.17,-0.53,-0.44,-0.84
3560,0.24,8.95,-3.72,-0.2,-0.45,-0.55,-0.84
3580,-0.37,9.77,-3.71,-0.25,-0.67,-0.64,-0.92
3600,0.84,9.29,-3.08,-0.32,-0.71,-0.72,-0.92
3620,-0.12,9.11,-3.1,-0.35,-0.47,-0.91,-0.92
3640,-1.37,8.94,-3.87,-0.39,-0.53,-0.99,-0.88
3660,-1.38,8.9,-3.17,-0.41,-0.62,-1.0,-0.88
3680,-1.9,8.73,-2.54,-0.37,-0.48,-1.03,-1.18
3700,-2.73,8.7,-2.56,-0.39,-0.45,-1.05,-1.18
3720,-0.31,8.14,-3.41,-0.35,-0.29,-1.0,-1.18
3740,-1.2,7.98,-3.72,-0.41,0.33,-1.24,-1.18
3760,-8.79,10.69,0.4,-0.5,-0.18,-1.12,-1.18
3780,-1.59,9.88,-1.38,-0.47,-0.72,-0.89,-0.97
3800,-2.52,9.79,-2.84,-0.49,-0.26,-1.03,-0.97
3820,-5.27,9.91,-2.36,-0.58,-0.43,-0.98,-0.97
3840,-4.11,10.9,-1.56,-0.72,-0.83,-0.89,-0.83
3860,-3.79,10.51,-1.91,-0.75,-0.81,-0.91,-0.83
3880,-2.33,11.08,-2.36,-0.87,-0.68,-0.95,-0.94
3900,-3.79,11.41,-2.43,-0.91,-0.51,-1.04,-0.94
3920,-3.99,12.59,-2.46,-0.96,-0.58,-1.05,-0.94
3940,-2.14,13.0,-3.54,-1.12,-0.69,-1.14,-0.94
3960,-0.5,13.82,-4.7,-1.15,-1.01,-1.39,-0.94
3980,2.95,15.76,-5.61,-1.23,-0.9,-1.83,-1.08
4000,2.47,15.83,-5.15,-1.18,-0.93,-2.12,-1.08
4020,4.41,15.8,-5.81,-1.28,-1.13,-2.2,-1.08
4040,1.63,13.68,-5.96,-1.65,-0.95,-2.28,-1.06
4060,-3.22,12.05,-4.47,-1.95,-0.43,-2.41,-1.06
4080,-3.79,6.48,-3.34,-1.4,0.44,-2.19,-0.95
4100,-5.06,2.69,-1.43,-0.89,0.83,-1.68,-0.95
4120,-8.49,2.38,0.27,-0.49,0.52,-1.1,-0.95
4140,-9.15,4.15,-1.13,0.09,0.5,-0.47,-0.95
4160,-2.71,2.84,-0.61,-0.0,0.07,0.85,-0.95
4180,-0.65,0.63,0.49,0.31,0.1,1.21,-1.09
4200,-2.54,2.4,-0.15,0.78,0.79,1.5,-1.09
4220,-3.29,2.97,0.08,1.14,1.01,2.24,-1.09
4240,-4.9,3.39,0.45,1.39,0.74,2.8,-1.01
4260,-4.72,5.9,-0.46,1.7,0.76,3.24,-1.01
4280,-2.81,6.43,0.51,1.84,0.52,3.66,-1.4
4300,-4.81,6.96,0.19,2.1,0.5,3.76,-1.4
4320,-4.2,8.68,-0.39,2.29,0.65,3.91,-1.4
4340,-3.67,10.0,-0.14,2.43,0.93,4.02,-1.4
4360,-5.27,11.44,-1.49,2.41,1.22,4.06,-1.4
4380,-4.33,11.24,-0.42,2.18,0.97,4.03,-1.33
4400,-3.95,11.35,-0.14,2.09,0.96,3.85,-1.33
4420,-4.38,12.36,-1.41,2.05,1.24,3.68,-1.33
4440,-2.35,12.34,-1.05,1.83,1.28,3.55,-1.18
4460,-2.64,11.81,-1.04,1.63,1.13,3.25,-1.18
4480,-2.5,11.88,-1.61,1.45,1.01,2.92,-1.09
4500,-2.08,11.22,-1.03,1.21,0.97,2.57,-1.09
4520,-3.12,11.08,-0.74,0.87,0.7,2.07,-1.09
4540,-0.8,11.15,-0.78,0.48,0.59,1.55,-1.09
4560,0.7,9.61,0.56,0.22,0.71,0.78,-1.09
4580,-1.75,10.83,-0.67,-0.05,0.62,-0.07,-1.21
4600,-1.48,9.79,-1.02,-0.43,0.56,-0.65,-1.21
4620,-1.14,9.57,-3.05,-0.45,0.74,-1.39,-1.21
4640,0.33,10.32,-7.4,0.02,0.89,-1.47,-1.0
4660,8.84,13.15,-4.42,-0.28,-1.55,0.32,-1.0
4680,7.71,10.25,1.13,-0.96,-2.68,-0.15,-1.0
4700,-1.53,12.48,-4.92,-0.48,-0.83,-1.7,-1.0
4720,6.0,8.95,-4.76,-0.41,0.79,-1.28,-1.0
4740,-0.33,10.08,-5.95,0.51,1.45,-2.49,-1.0
4760,-8.97,14.72,-5.71,-0.69,-0.42,-2.16,-1.0
4780,-7.0,5.21,-1.5,-0.65,-2.89,-1.02,-1.06
4800,-1.57,8.45,-2.01,-0.49,-2.75,-0.76,-1.06
4820,5.44,9.33,-1.62,-0.25,-1.33,-0.62,-1.06
4840,4.31,8.96,-2.8,-0.05,0.58,-0.98,-1.07
4860,-1.6,10.1,-3.51,-0.02,0.73,-1.04,-1.07
4880,-3.63,9.36,-5.04,-0.15,-0.01,-0.72,-1.22
4900,-2.11,9.32,-4.39,-0.29,-0.62,-0.47,-1.22
4920,0.62,9.25,-3.8,-0.36,-0.82,-0.35,-1.22
4940,1.72,8.67,-3.86,-0.27,-0.39,-0.42,-1.22
4960,1.44,8.77,-3.96,-0.3,0.29,-0.42,-1.22
4980,0.07,8.31,-3.82,-0.22,0.25,-0.51,-0.94
5000,-0.6,9.17,-3.32,-0.22,0.07,-0.49,-0.94
5020,-0.29,9.43,-3.37,-0.3,-0.14,-0.49,-0.94
5040,0.74,9.46,-2.93,-0.29,-0.19,-0.56,-1.0
5060,1.34,9.3,-2.29,-0.27,0.06,-0.74,-1.0
5080,1.39,8.91,-2.52,-0.12,-0.17,-0.78,-1.14
5100,-0.67,9.76,-4.04,-0.2,-0.03,-0.92,-1.14
5120,-2.04,9.17,-3.56,-0.26,-0.29,-0.87,-1.14
5140,-0.18,9.13,-3.2,-0.29,-0.65,-0.79,-1.14
5160,-0.3,9.64,-2.78,-0.32,-0.53,-0.92,-1.14
5180,-0.82,9.63,-3.53,-0.36,-0.59,-0.95,-1.01
5200,-2.43,8.87,-2.74,-0.42,-0.35,-0.92,-1.01
5220,-1.86,8.71,-2.69,-0.43,-0.39,-0.94,-1.01
5240,-1.58,9.33,-3.45,-0.48,-0.53,-0.97,-1.05
5260,-1.02,9.61,-2.73,-0.54,-0.72,-1.01,-1.05
5280,-1.98,9.36,-2.74,-0.58,-0.46,-1.08,-0.91
5300,-3.34,8.54,-2.89,-0.6,-0.42,-1.05,-0.91
5320,-3.13,9.06,-2.67,-0.64,-0.58,-1.01,-0.91
5340,-3.23,9.69,-2.63,-0.64,-0.46,-1.01,-0.91
5360,-5.02,9.71,-2.25,-0.63,-0.52,-0.92,-0.91
5380,-4.5,11.01,-1.52,-0.71,-0.79,-0.8,-0.81
5400,-2.26,11.48,-2.42,-0.73,-0.89,-0.81,-0.81
5420,-1.42,12.37,-2.21,-0.87,-0.79,-0.95,-0.81
5440,-1.75,13.09,-2.85,-1.02,-0.71,-1.09,-0.94
5460,-1.52,14.54,-4.08,-1.19,-0.71,-1.23,-0.94
5480,0.11,13.9,-5.24,-1.3,-0.92,-1.43,-1.1
5500,2.04,14.92,-6.82,-1.37,-0.85,-1.69,-1.1
5520,3.3,14.37,-6.97,-1.4,-0.84,-1.98,-1.1
5540,1.96,14.54,-6.84,-1.3,-1.32,-2.12,-1.1
5560,1.69,14.83,-7.65,-1.51,-2.07,-1.99,-1.1
5580,-1.1,12.17,-6.11,-1.96,-1.85,-2.07,-1.12
5600,-2.69,8.21,-5.9,-1.88,-0.35,-2.3,-1.12
5620,-3.4,4.32,-2.22,-1.15,0.69,-1.87,-1.12
5640,-6.63,1.77,0.44,-0.61,0.63,-1.28,-1.01
5660,-9.51,4.27,-0.06,-0.17,0.21,-0.71,-1.01
5680,-6.08,4.87,-0.09,-0.06,0.16,0.25,-1.12
5700,-0.76,1.7,0.57,0.23,0.5,1.03,-1.12
5720,0.01,0.61,0.28,0.92,0.97,1.34,-1.12
5740,-3.13,2.37,-0.53,1.51,1.5,1.6,-1.12
5760,-5.77,4.18,-1.08,1.99,1.59,2.18,-1.12
5780,-4.26,6.11,-0.04,2.08,0.9,2.99,-1.26
5800,-4.07,6.46,0.89,2.25,0.37,3.28,-1.26
5820,-4.61,6.98,0.53,2.49,0.26,3.5,-1.26
5840,-2.27,8.34,0.2,2.62,0.35,3.71,-1.45
5860,0.28,9.62,1.18,2.68,0.81,3.74,-1.45
5880,-0.82,11.38,0.12,2.69,1.87,3.71,-1.4
5900,-2.35,12.34,-0.2,2.52,2.38,3.86,-1.4
5920,-4.03,12.44,-0.31,2.28,2.31,3.96,-1.4
5940,-5.14,12.52,-0.47,2.05,1.97,4.0,-1.4
5960,-4.1,13.12,-1.28,1.86,1.77,4.01,-1.4
5980,-2.19,13.01,-0.97,1.65,1.45,3.88,-1.18
6000,-3.64,13.54,-1.67,1.48,1.21,3.44,-1.18
6020,-2.24,12.54,-1.53,1.03,1.01,2.97,-1.18
6040,-3.95,10.26,-0.78,0.78,0.49,2.1,-1.39
6060,-3.71,9.94,-1.6,0.61,0.07,1.13,-1.39
6080,-1.02,10.06,-2.17,0.08,-0.27,0.15,-1.31
6100,-1.39,9.35,-1.79,-0.34,-0.19,-0.93,-1.31
6120,-2.24,9.75,-1.57,-0.57,-0.03,-1.99,-1.31
6140,-0.21,10.11,-3.79,-0.68,0.27,-2.62,-0.9
6160,11.71,10.08,-9.82,-0.04,1.57,-1.69,-0.9
6180,19.61,14.27,2.1,-0.66,-1.1,0.06,-0.93
6200,-1.73,12.08,2.83,-1.15,-0.61,-2.13,-0.93
6220,-10.12,10.75,-11.38,0.53,3.5,-3.59,-0.93
6240,0.67,14.01,-2.61,-0.41,0.25,-1.88,-1.05
6260,-10.41,7.56,1.28,-0.17,-0.36,-2.48,-1.05
6280,-9.9,10.27,-5.66,-0.43,-2.05,-1.32,-1.06
6300,-1.04,8.95,-0.31,-0.5,-2.03,-0.69,-1.06
6320,7.75,7.9,-0.79,0.15,-1.03,-0.91,-1.06
6340,0.36,10.92,-7.29,-0.05,0.86,-1.28,-1.15
6360,-8.42,9.14,-4.22,-0.22,0.19,-0.82,-1.15
6380,-2.6,8.33,-4.73,-0.23,-1.11,-0.33,-1.15
6400,1.04,8.97,-4.32,-0.2,-0.9,-0.26,-1.15
6420,1.2,9.04,-3.47,-0.19,-0.32,-0.32,-1.15
6440,-0.04,9.41,-3.88,-0.2,-0.37,-0.37,-1.13
6460,-0.83,9.04,-3.56,-0.25,-0.59,-0.36,-1.13
6480,0.9,9.14,-3.77,-0.24,-0.73,-0.38,-1.31
6500,0.7,8.96,-3.96,-0.29,-0.54,-0.51,-1.31
6520,-0.2,8.94,-3.47,-0.3,-0.53,-0.58,-1.31
6540,0.31,9.36,-3.31,-0.32,-0.63,-0.61,-1.04
6560,1.41,9.11,-3.49,-0.36,-0.34,-0.78,-1.04
6580,-0.82,9.15,-3.93,-0.43,-0.13,-0.91,-1.04
6600,-1.69,8.79,-3.46,-0.44,-0.26,-0.9,-1.04
6620,-1.19,9.26,-3.02,-0.47,-0.31,-0.91,-1.04
6640,-2.81,9.51,-2.89,-0.44,-0.29,-0.88,-1.1
6660,-2.74,9.04,-3.25,-0.41,-0.46,-0.77,-1.1
6680,-0.84,8.44,-3.35,-0.49,-0.4,-0.82,-1.05
6700,-1.14,8.34,-3.19,-0.5,-0.19,-0.92,-1.05
6720,-0.53,8.07,-3.43,-0.45,0.04,-1.0,-1.05
6740,-3.77,8.43,-2.39,-0.51,0.0,-1.1,-1.06
6760,-4.77,10.18,-1.25,-0.61,-0.43,-0.91,-1.06
6780,-1.87,9.46,-2.49,-0.52,-0.37,-0.88,-1.06
6800,-2.43,9.45,-2.18,-0.56,-0.22,-0.91,-1.06
6820,-3.53,10.11,-2.04,-0.64,-0.24,-0.97,-1.06
6840,-4.78,10.78,-2.29,-0.66,-0.45,-0.9,-0.93
6860,-2.72,10.78,-2.82,-0.66,-0.47,-0.86,-0.93
6880,-3.08,10.94,-2.67,-0.76,-0.27,-1.03,-0.91
6900,-4.04,11.59,-2.34,-0.81,-0.66,-1.05,-0.91
6920,-2.25,11.82,-2.69,-0.85,-0.98,-1.14,-0.91
6940,-2.09,13.89,-4.54,-0.99,-0.87,-1.43,-1.23
6960,-1.22,13.51,-5.05,-1.11,-1.07,-1.52,-1.23
6980,2.51,14.51,-5.98,-1.11,-1.23,-1.86,-1.23
7000,2.41,15.88,-6.72,-1.11,-1.07,-2.19,-1.23
7020,0.84,15.72,-7.34,-0.96,-1.65,-2.26,-1.23
7040,0.96,14.45,-7.75,-1.16,-2.05,-2.08,-1.13
7060,-3.56,10.63,-4.52,-1.36,-1.42,-2.06,-1.13
7080,-6.6,6.98,-3.22,-1.15,-0.53,-1.93,-1.29
7100,-5.31,3.25,-2.26,-0.8,-0.13,-1.34,-1.29
7120,-7.37,1.91,0.97,-0.65,-0.46,-0.73,-1.29
7140,-7.36,5.24,0.33,-0.41,-0.98,-0.14,-1.16
7160,-1.54,4.32,0.96,-0.5,-0.59,0.64,-1.16
7180,2.09,0.45,2.01,0.07,0.45,0.94,-1.16
7200,0.77,0.4,0.61,0.82,1.64,1.09,-1.16
7220,-2.49,2.45,-0.14,1.4,2.56,1.52,-1.16
7240,-5.7,4.41,-0.42,1.68,2.3,2.11,-1.41
7260,-6.12,7.13,0.02,1.69,1.15,2.84,-1.41
7280,-4.93,6.54,-0.41,1.76,0.37,3.3,-1.39
7300,-4.94,6.49,-0.53,1.95,0.06,3.54,-1.39
7320,-3.49,7.88,0.05,2.24,0.1,3.65,-1.39
7340,-2.61,9.64,-0.28,2.49,0.7,3.6,-1.53
7360,-2.46,10.9,0.46,2.48,1.33,3.56,-1.53
7380,-3.21,11.84,-0.34,2.34,1.64,3.56,-1.53
7400,-3.04,11.34,-0.66,2.11,1.65,3.56,-1.53
7420,-3.0,11.33,-1.11,1.96,1.67,3.51,-1.53
7440,-2.28,12.18,-1.4,1.86,1.69,3.52,-1.41
7460,-2.09,12.54,-1.44,1.77,1.64,3.5,-1.41
7480,-1.46,12.98,-1.52,1.57,1.43,3.37,-1.04
7500,-0.82,12.62,-1.05,1.32,1.41,3.14,-1.04
7520,-1.88,11.75,-0.85,1.08,1.42,2.69,-1.04
7540,-2.52,11.9,-1.82,0.85,1.17,2.25,-0.98
7560,-3.85,10.3,-2.1,0.65,0.37,1.86,-0.98
7580,-3.57,9.26,-2.6,0.37,-0.6,1.42,-0.98
7600,-2.32,8.66,-2.89,0.1,-1.34,0.88,-0.98
7620,-0.44,8.03,-2.89,-0.17,-1.36,0.06,-0.98
7640,0.49,8.26,-2.17,-0.19,-0.86,-0.88,-1.02
7660,0.46,9.61,-2.65,-0.45,-0.34,-1.36,-1.02
7680,0.05,9.0,-4.75,-0.43,-0.11,-1.54,-1.04
7700,10.18,10.08,-8.89,0.14,0.2,-0.23,-1.04
7720,19.61,13.44,0.51,-0.47,-1.94,1.57,-1.04
7740,8.07,6.98,-1.04,-0.31,1.33,-1.03,-0.93
7760,4.96,10.61,-12.96,1.04,4.37,-3.09,-0.93
7780,-3.53,11.72,-7.99,0.5,4.27,-2.98,-0.93
7800,-19.61,17.45,-3.7,-0.39,0.76,-2.62,-0.93
7820,-3.68,7.48,-5.59,-0.78,-3.17,-0.81,-0.93
